,league,date,home_team,away_team,xG,xGA,npxG,npxGA,deep,deep_allowed,ppda_coef,oppda_coef,fthg,ftag,ftr
15896,Ligue_1,2014-09-13,Montpellier,Lorient,1.48717,0.37765,1.48717,0.37765,4,4,8.8125,7.214285714285714,1,0,H
15744,Ligue_1,2014-09-13,Bastia,Lens,0.689205,0.302581,0.689205,0.302581,3,3,9.294117647058824,11.23076923076923,1,1,D
16200,Ligue_1,2014-09-13,Reims,Toulouse,0.295284,1.54377,0.295284,1.54377,3,5,13.863636363636363,5.285714285714286,2,0,H
16010,Ligue_1,2014-09-13,Nice,Metz,0.787783,0.509534,0.787783,0.509534,2,1,7.545454545454546,6.552631578947368,1,0,H
16124,Ligue_1,2014-09-13,St Etienne,Caen,1.40877,0.54212,1.40877,0.54212,8,1,9.72222222222222,26.727272727272727,1,0,H
11683,Serie_A,2014-09-13,Juventus,Udinese,1.10828,0.201525,1.10828,0.201525,18,1,13.944444444444445,13.714285714285714,2,0,H
496,La_liga,2014-09-13,Celta,Sociedad,2.85395,1.30012,2.85395,1.30012,1,6,7.538461538461538,13.375,2,2,D
19838,RFPL,2014-09-14,Spartak Moscow,T Moscow,2.58205,0.696589,2.58205,0.696589,16,1,6.607142857142857,10.08,3,1,H
268,La_liga,2014-09-14,Vallecano,Elche,1.42044,0.570631,0.677167,0.570631,9,0,2.566666666666667,6.116279069767442,2,3,A
11835,Serie_A,2014-09-14,Sampdoria,Torino,0.421195,0.389513,0.421195,0.389513,3,3,10.714285714285714,10.35,2,0,H
15668,Ligue_1,2014-09-14,Lille,Nantes,1.46293,0.987708,1.46293,0.987708,2,2,6.730769230769231,13.904761904761903,2,0,H
11645,Serie_A,2014-09-14,Lazio,Cesena,1.55271,0.154651,1.55271,0.154651,7,0,5.173913043478261,23.08333333333333,3,0,H
12215,Serie_A,2014-09-14,Cagliari,Atalanta,3.00775,0.616984,2.24645,0.616984,18,3,5.6,12.0,1,2,A
12101,Serie_A,2014-09-14,Fiorentina,Genoa,2.09923,0.230085,2.09923,0.230085,8,2,5.407407407407407,14.0,0,0,D
11911,Serie_A,2014-09-14,Napoli,Chievo,2.2055,0.667533,1.4442,0.667533,13,6,3.892857142857143,13.68,0,1,A
11949,Serie_A,2014-09-14,Inter,Sassuolo,3.96571,0.483421,3.96571,0.483421,6,4,4.685714285714286,9.970588235294118,7,0,H
8672,Bundesliga,2014-09-14,Ein Frankfurt,Augsburg,0.845902,1.00028,0.845902,1.00028,4,3,6.086956521739131,6.121212121212121,0,1,A
20168,RFPL,2014-09-14,Krasnodar,Ufa,2.0646,0.284849,2.0646,0.284849,17,1,5.130434782608695,20.933333333333334,0,2,A
15972,Ligue_1,2014-09-14,Guingamp,Bordeaux,1.68757,0.289488,0.927472,0.289488,6,9,11.708333333333334,5.583333333333333,2,1,H
306,La_liga,2014-09-14,Valencia,Espanol,1.86199,1.09215,1.86199,0.348999,7,5,7.782608695652174,10.925925925925926,3,1,H
4731,EPL,2014-09-14,Man United,QPR,2.20911,0.563524,2.20911,0.563524,9,4,8.76923076923077,45.5,4,0,H
8536,Bundesliga,2014-09-14,Hannover,Hamburg,2.22631,0.976735,2.22631,0.976735,9,9,5.081081081081081,6.228571428571429,2,0,H
40,La_liga,2014-09-14,Sevilla,Getafe,2.03978,0.30148,1.29676,0.30148,3,0,7.384615384615385,15.352941176470589,2,0,H
12291,Serie_A,2014-09-14,Parma,Milan,1.43019,3.77794,1.43019,3.01664,8,2,11.538461538461538,14.588235294117649,4,5,A
572,La_liga,2014-09-14,Granada,Villarreal,0.421198,0.634854,0.421198,0.634854,3,7,8.3,9.052631578947368,0,0,D
16352,Ligue_1,2014-09-14,Evian Thonon Gaillard,Marseille,0.912171,1.12115,0.912171,1.12115,2,2,10.0,8.173913043478262,1,3,A
20138,RFPL,2014-09-15,Amkar,Ural,2.41613,0.264105,2.41613,0.264105,6,4,12.653846153846152,7.315789473684211,2,1,H
19988,RFPL,2014-09-15,Akhmat Grozny,Kuban,0.349373,0.129176,0.349373,0.129176,3,0,3.741935483870968,8.333333333333334,0,0,D
610,La_liga,2014-09-15,Eibar,La Coruna,0.412722,0.672578,0.412722,0.672578,6,1,7.777777777777778,8.6,0,1,A
11569,Serie_A,2014-09-15,Verona,Palermo,2.10454,1.38681,1.34325,1.38681,1,5,10.166666666666666,8.821428571428571,2,1,H
4769,EPL,2014-09-15,Hull,West Ham,0.439084,0.661678,0.439084,0.661678,1,0,7.378378378378378,8.347826086956522,2,2,D
20259,RFPL,2014-09-19,Arsenal Tula,M Saransk,0.482912,0.288387,0.482912,0.288387,6,0,5.0,20.857142857142858,0,1,A
8775,Bundesliga,2014-09-19,Freiburg,Hertha,0.869782,0.285542,0.869782,0.285542,11,0,8.296296296296296,10.26086956521739,2,2,D
16163,Ligue_1,2014-09-19,Bordeaux,Evian Thonon Gaillard,0.539429,0.365111,0.539429,0.365111,3,4,23.22222222222222,10.73076923076923,2,1,H
687,La_liga,2014-09-19,Elche,Eibar,1.03354,0.903058,1.03354,0.903058,7,2,7.85,13.565217391304348,0,2,A
19869,RFPL,2014-09-20,Ufa,Ural,0.486007,2.49365,0.486007,2.49365,3,6,11.894736842105264,7.478260869565218,0,1,A
19959,RFPL,2014-09-20,FK Rostov,Zenit,0.557971,3.06547,0.557971,3.06547,1,12,15.055555555555555,6.461538461538462,0,5,A
4846,EPL,2014-09-20,QPR,Stoke,1.05642,1.45847,1.05642,1.45847,3,6,9.916666666666666,9.791666666666666,2,2,D
20199,RFPL,2014-09-20,Kuban,Rubin Kazan,0.510216,0.522582,0.510216,0.522582,6,8,7.454545454545454,6.769230769230769,2,1,H
8707,Bundesliga,2014-09-20,Stuttgart,Hoffenheim,1.32987,1.15033,1.32987,1.15033,9,5,3.647058823529412,10.387096774193548,0,2,A
8367,Bundesliga,2014-09-20,Augsburg,Werder Bremen,2.91201,2.02462,2.15423,1.26684,11,4,4.67741935483871,6.875,4,2,H
8265,Bundesliga,2014-09-20,Hamburg,Bayern Munich,0.203118,1.03519,0.203118,1.03519,2,6,9.4468085106383,4.423076923076923,0,0,D
8469,Bundesliga,2014-09-20,Schalke 04,Ein Frankfurt,1.78008,0.83546,1.0223,0.83546,4,2,9.521739130434783,16.35,2,2,D
8809,Bundesliga,2014-09-20,Paderborn,Hannover,2.05175,0.550873,2.05175,0.550873,4,7,12.55,7.947368421052632,2,0,H
79,La_liga,2014-09-20,La Coruna,Real Madrid,1.74836,2.05644,1.00508,2.05644,0,3,23.31578947368421,12.782608695652174,2,8,A
4808,EPL,2014-09-20,Burnley,Sunderland,0.710673,0.643512,0.710673,0.643512,13,4,8.4,11.266666666666667,0,0,D
4542,EPL,2014-09-20,Swansea,Southampton,0.520262,0.750244,0.520262,0.750244,2,7,17.58823529411765,7.823529411764706,0,1,A
4124,EPL,2014-09-20,Aston Villa,Arsenal,0.649013,1.36224,0.649013,1.36224,0,7,44.25,7.727272727272727,0,3,A
4618,EPL,2014-09-20,Newcastle,Hull,1.91632,0.854291,1.91632,0.854291,12,2,8.130434782608695,19.375,2,2,D
15821,Ligue_1,2014-09-20,Marseille,Rennes,1.4979,1.37752,1.4979,1.37752,6,5,7.038461538461538,11.0,3,0,H
12254,Serie_A,2014-09-20,Cesena,Empoli,2.03766,2.57707,2.03766,1.81577,2,6,14.25,9.941176470588236,2,2,D
345,La_liga,2014-09-20,Ath Bilbao,Granada,0.452668,0.385966,0.452668,0.385966,6,2,4.53125,9.96,0,1,A
19839,RFPL,2014-09-20,Spartak Moscow,Akhmat Grozny,0.903857,0.691701,0.903857,0.691701,6,1,4.341463414634147,13.7,1,1,D
4428,EPL,2014-09-20,West Ham,Liverpool,1.26032,0.37835,1.26032,0.37835,5,4,13.041666666666666,7.176470588235294,3,1,H
8503,Bundesliga,2014-09-20,Mainz,Dortmund,0.974914,2.10376,0.974914,1.34598,4,8,9.333333333333334,5.0,2,0,H
16087,Ligue_1,2014-09-20,Toulouse,Caen,3.64275,0.664786,2.12256,0.664786,7,3,5.214285714285714,15.421052631578949,3,3,D
231,La_liga,2014-09-20,Ath Madrid,Celta,2.42868,0.926164,2.42868,0.182886,12,4,9.23076923076923,8.38888888888889,2,2,D
16315,Ligue_1,2014-09-20,Metz,Bastia,1.75071,0.445841,1.75071,0.445841,8,3,14.27777777777778,6.904761904761905,3,1,H
16277,Ligue_1,2014-09-20,Lorient,Reims,0.236254,0.826222,0.236254,0.826222,1,3,13.916666666666666,21.1,0,1,A
15935,Ligue_1,2014-09-20,Nantes,Nice,1.9684,0.0802175,1.9684,0.0802175,3,2,11.366666666666667,8.11111111111111,2,1,H
12140,Serie_A,2014-09-20,Milan,Juventus,0.281427,1.44109,0.281427,1.44109,4,11,10.689655172413794,7.133333333333334,0,1,A
155,La_liga,2014-09-20,Espanol,Malaga,2.76188,0.446347,2.76188,0.446347,2,6,8.0,5.5,2,2,D
19899,RFPL,2014-09-21,CSKA Moscow,Lokomotiv Moscow,1.606,0.614898,1.606,0.614898,11,3,9.346153846153848,14.266666666666667,1,0,H
117,La_liga,2014-09-21,Sociedad,Almeria,1.67935,0.603236,1.67935,0.603236,12,2,5.409090909090909,9.85,1,2,A
12064,Serie_A,2014-09-21,Chievo,Parma,1.34921,0.934229,1.34921,0.934229,3,5,12.285714285714286,5.071428571428571,2,3,A
15669,Ligue_1,2014-09-21,Lille,Montpellier,0.816887,0.349895,0.816887,0.349895,7,3,6.727272727272728,9.75,0,0,D
4238,EPL,2014-09-21,Leicester,Man United,2.5422,1.71191,1.01986,1.71191,6,7,12.391304347826088,6.6923076923076925,5,3,H
4466,EPL,2014-09-21,Tottenham,West Brom,0.438596,1.08401,0.438596,1.08401,2,1,5.826086956521739,11.77777777777778,0,1,A
11798,Serie_A,2014-09-21,Genoa,Lazio,1.18602,1.97129,1.18602,1.97129,2,8,12.63157894736842,4.175,1,0,H
11874,Serie_A,2014-09-21,Sassuolo,Sampdoria,0.656603,0.654804,0.656603,0.654804,2,6,9.25,7.111111111111111,0,0,D
11608,Serie_A,2014-09-21,Roma,Cagliari,1.52229,0.493968,1.52229,0.493968,6,4,11.695652173913045,21.476190476190474,2,0,H
8639,Bundesliga,2014-09-21,Wolfsburg,Leverkusen,1.55879,0.616799,0.801015,0.616799,7,3,4.903225806451613,11.516129032258064,4,1,H
16049,Ligue_1,2014-09-21,Monaco,Guingamp,1.44179,0.0833917,1.44179,0.0833917,2,1,12.842105263157896,11.0,1,0,H
535,La_liga,2014-09-21,Villarreal,Vallecano,4.38395,1.40506,4.38395,1.40506,12,3,10.321428571428571,7.3478260869565215,4,2,H
4694,EPL,2014-09-21,Man City,Chelsea,1.05592,1.02093,1.05592,1.02093,17,2,5.717948717948718,14.904761904761903,1,1,D
4162,EPL,2014-09-21,Everton,Crystal Palace,2.56122,1.62886,1.80005,0.867691,14,4,5.2105263157894735,22.95,2,3,A
16391,Ligue_1,2014-09-21,Lens,St Etienne,0.880858,1.03801,0.880858,1.03801,1,6,11.304347826086955,9.590909090909092,0,1,A
8741,Bundesliga,2014-09-21,FC Koln,Mgladbach,0.551855,0.772177,0.551855,0.772177,2,5,22.6,7.566666666666666,0,0,D
11988,Serie_A,2014-09-21,Atalanta,Fiorentina,1.1469,1.02956,1.1469,1.02956,6,6,19.214285714285715,5.954545454545454,0,1,A
11722,Serie_A,2014-09-21,Udinese,Napoli,0.693168,0.436016,0.693168,0.436016,0,6,14.63157894736842,8.09375,1,0,H
649,La_liga,2014-09-21,Cordoba,Sevilla,0.901931,2.64146,0.901931,1.89856,2,12,8.722222222222221,9.575757575757576,1,3,A
12178,Serie_A,2014-09-21,Torino,Verona,2.62344,1.22043,1.72694,1.22043,11,2,15.11111111111111,13.11111111111111,0,1,A
11760,Serie_A,2014-09-21,Palermo,Inter,0.584764,0.477134,0.584764,0.477134,2,2,18.88888888888889,10.923076923076923,1,1,D
15707,Ligue_1,2014-09-21,Paris SG,Lyon,1.71499,0.538028,1.71499,0.538028,9,5,6.6571428571428575,17.153846153846153,1,1,D
459,La_liga,2014-09-21,Levante,Barcelona,0.44198,3.8229,0.44198,3.07962,0,14,23.83333333333333,7.0,0,5,A
20139,RFPL,2014-09-22,Amkar,Krasnodar,1.03792,1.72432,1.03792,0.970044,0,11,18.0,7.038461538461538,1,2,A
20289,RFPL,2014-09-22,T Moscow,Dynamo Moscow,1.24553,2.31253,1.24553,2.31253,4,5,6.941176470588236,5.916666666666667,1,3,A
193,La_liga,2014-09-22,Getafe,Valencia,0.23474,1.54259,0.23474,0.799442,1,4,8.0,13.173913043478262,0,3,A
16202,Ligue_1,2014-09-23,Reims,Marseille,0.383029,3.62665,0.383029,2.86656,2,7,9.323529411764708,8.125,0,5,A
8232,Bundesliga,2014-09-23,Bayern Munich,Paderborn,3.48286,0.402844,3.48286,0.402844,23,2,4.25,44.8,4,0,H
8674,Bundesliga,2014-09-23,Ein Frankfurt,Mainz,1.45137,1.09799,1.45137,1.09799,11,4,9.307692307692308,7.84375,2,2,D
8334,Bundesliga,2014-09-23,Hoffenheim,Freiburg,1.81502,2.44871,1.81502,1.69094,5,3,4.228571428571429,11.26086956521739,3,3,D
8436,Bundesliga,2014-09-23,Werder Bremen,Schalke 04,0.992105,1.36741,0.992105,1.36741,5,6,8.357142857142858,6.833333333333333,0,3,A
422,La_liga,2014-09-23,Real Madrid,Elche,3.93785,1.07447,2.4513,0.331196,8,0,10.26086956521739,23.94117647058824,5,1,H
12027,Serie_A,2014-09-23,Empoli,Milan,2.03406,0.58264,2.03406,0.58264,8,4,9.678571428571429,4.951219512195122,2,2,D
15784,Ligue_1,2014-09-23,Rennes,Toulouse,0.642791,0.479571,0.642791,0.479571,2,4,8.526315789473685,10.2,0,3,A
498,La_liga,2014-09-23,Celta,La Coruna,1.19299,1.04057,1.19299,0.297295,3,4,4.857142857142857,9.545454545454543,2,1,H
16354,Ligue_1,2014-09-24,Evian Thonon Gaillard,Lens,0.96835,0.860457,0.96835,0.860457,1,3,10.607142857142858,8.392857142857142,2,1,H
16240,Ligue_1,2014-09-24,Lyon,Lorient,2.15635,0.450279,2.15635,0.450279,8,5,28.33333333333333,17.2,4,0,H
15746,Ligue_1,2014-09-24,Bastia,Nantes,0.328904,1.6641,0.328904,0.904005,2,4,8.869565217391305,5.931034482758621,0,0,D
15974,Ligue_1,2014-09-24,Guingamp,Metz,0.74288,0.329026,0.74288,0.329026,5,4,5.875,10.25,0,1,A
16012,Ligue_1,2014-09-24,Nice,Lille,0.86697,0.220894,0.86697,0.220894,3,5,8.25,6.970588235294118,1,0,H
15898,Ligue_1,2014-09-24,Montpellier,Monaco,0.381379,0.821933,0.381379,0.821933,3,4,12.38095238095238,5.75,0,1,A
8572,Bundesliga,2014-09-24,Dortmund,Stuttgart,2.13683,1.48044,2.13683,1.48044,14,5,8.863636363636363,22.235294117647054,2,2,D
726,La_liga,2014-09-24,Almeria,Ath Madrid,0.263228,1.689,0.263228,1.689,1,11,13.25,4.903225806451613,0,1,A
8606,Bundesliga,2014-09-24,Mgladbach,Hamburg,2.38906,0.560569,2.38906,0.560569,4,2,7.533333333333333,10.35,1,0,H
8402,Bundesliga,2014-09-24,Hertha,Wolfsburg,0.428365,0.855691,0.428365,0.855691,2,4,12.48,2.967741935483871,1,0,H
270,La_liga,2014-09-24,Vallecano,Ath Bilbao,3.17965,1.06179,3.17965,1.06179,2,4,5.472222222222222,8.074074074074074,2,1,H
8538,Bundesliga,2014-09-24,Hannover,FC Koln,0.408032,0.695122,0.408032,0.695122,3,5,19.63157894736842,11.136363636363637,1,0,H
612,La_liga,2014-09-24,Eibar,Villarreal,0.793018,0.662859,0.793018,0.662859,3,8,10.68,4.75,1,1,D
8300,Bundesliga,2014-09-24,Leverkusen,Augsburg,1.65235,0.571159,1.65235,0.571159,6,4,6.125,5.571428571428571,1,0,H
11571,Serie_A,2014-09-24,Verona,Genoa,1.82598,1.6167,1.82598,1.6167,8,5,8.272727272727273,9.125,2,2,D
11913,Serie_A,2014-09-24,Napoli,Palermo,1.53135,1.11014,1.53135,1.11014,10,2,13.0,27.692307692307693,3,3,D
12217,Serie_A,2014-09-24,Cagliari,Torino,0.775745,1.296,0.775745,1.296,8,5,7.6571428571428575,16.533333333333335,1,2,A
11685,Serie_A,2014-09-24,Juventus,Cesena,2.23177,0.0127481,1.47047,0.0127481,18,1,4.275862068965517,25.928571428571427,3,0,H
12293,Serie_A,2014-09-24,Parma,Roma,0.334683,0.82541,0.334683,0.82541,4,13,14.851851851851851,5.8,1,2,A
12103,Serie_A,2014-09-24,Fiorentina,Sassuolo,1.0464,0.159402,1.0464,0.159402,11,1,4.8,20.125,0,0,D
11951,Serie_A,2014-09-24,Inter,Atalanta,1.81087,0.421513,1.04957,0.421513,4,4,12.136363636363637,9.434782608695652,2,0,H
11837,Serie_A,2014-09-24,Sampdoria,Chievo,1.78275,0.270687,1.78275,0.270687,5,2,2.8297872340425534,5.972222222222222,2,1,H
15860,Ligue_1,2014-09-24,Caen,Paris SG,0.943355,2.14743,0.943355,2.14743,2,6,20.923076923076923,8.173913043478262,0,2,A
574,La_liga,2014-09-24,Granada,Levante,0.636719,0.415162,0.636719,0.415162,1,1,5.96,8.068965517241379,0,1,A
42,La_liga,2014-09-24,Sevilla,Sociedad,2.02336,0.248733,2.02336,0.248733,4,4,8.25,11.6,1,0,H
4,La_liga,2014-09-24,Malaga,Barcelona,0.278657,0.646364,0.278657,0.646364,4,7,9.451612903225806,4.571428571428571,0,0,D
156,La_liga,2014-09-25,Espanol,Getafe,2.09364,0.40196,2.09364,0.40196,4,5,6.930232558139535,4.875,2,0,H
11647,Serie_A,2014-09-25,Lazio,Udinese,0.940274,1.062,0.940274,1.062,3,1,2.806451612903226,34.375,0,1,A
16126,Ligue_1,2014-09-25,St Etienne,Bordeaux,2.12624,1.03818,2.12624,1.03818,6,3,7.4,10.416666666666666,1,1,D
308,La_liga,2014-09-25,Valencia,Cordoba,1.26428,0.116667,1.26428,0.116667,2,3,9.263157894736842,12.52,3,0,H
8505,Bundesliga,2014-09-26,Mainz,Hoffenheim,0.614332,1.08667,0.614332,1.08667,5,2,9.142857142857142,11.448275862068966,0,0,D
689,La_liga,2014-09-26,Elche,Celta,0.402099,2.04008,0.402099,2.04008,3,12,11.130434782608695,7.0,0,1,A
20230,RFPL,2014-09-27,Ural,CSKA Moscow,1.84161,2.79568,1.84161,2.79568,2,11,18.33333333333333,5.108108108108108,3,4,A
4657,EPL,2014-09-27,Liverpool,Everton,1.5286,0.475885,1.5286,0.475885,8,3,12.0,10.85,1,1,D
20080,RFPL,2014-09-27,M Saransk,Ufa,0.462631,1.22752,0.462631,0.473247,1,6,14.2,11.666666666666666,0,2,A
16051,Ligue_1,2014-09-27,Monaco,Nice,0.582276,0.392234,0.582276,0.392234,7,0,4.696969696969697,7.9375,0,1,A
8471,Bundesliga,2014-09-27,Schalke 04,Dortmund,1.07746,0.662005,1.07746,0.662005,2,7,8.925925925925926,4.777777777777778,2,1,H
8709,Bundesliga,2014-09-27,Stuttgart,Hannover,0.826395,0.853246,0.826395,0.853246,5,5,8.242424242424242,15.857142857142858,1,0,H
8743,Bundesliga,2014-09-27,FC Koln,Bayern Munich,0.821798,3.46966,0.821798,3.46966,0,27,44.09090909090909,5.44,0,2,A
8811,Bundesliga,2014-09-27,Paderborn,Mgladbach,1.5747,1.43504,1.5747,1.43504,8,5,11.0,10.95,1,2,A
8777,Bundesliga,2014-09-27,Freiburg,Leverkusen,0.722358,1.17679,0.722358,1.17679,2,5,6.636363636363637,7.896551724137931,0,0,D
4201,EPL,2014-09-27,Southampton,QPR,2.34463,0.456323,2.34463,0.456323,8,3,9.545454545454543,14.555555555555555,2,1,H
4315,EPL,2014-09-27,Sunderland,Swansea,1.39649,0.156398,1.39649,0.156398,4,0,10.32,6.857142857142857,0,0,D
4391,EPL,2014-09-27,Chelsea,Aston Villa,3.14218,0.228896,3.14218,0.228896,6,2,18.2,49.375,3,0,H
537,La_liga,2014-09-27,Villarreal,Real Madrid,0.951263,0.976346,0.951263,0.976346,9,4,12.857142857142858,20.166666666666668,0,2,A
4733,EPL,2014-09-27,Man United,West Ham,0.520246,1.27452,0.520246,1.27452,5,10,14.538461538461538,15.0,2,1,H
4353,EPL,2014-09-27,Crystal Palace,Leicester,2.1144,0.453547,2.1144,0.453547,1,5,8.96551724137931,7.4375,2,0,H
4771,EPL,2014-09-27,Hull,Man City,1.12374,1.78953,0.362605,1.78953,2,13,21.3,11.2,2,4,A
20020,RFPL,2014-09-27,Zenit,Spartak Moscow,0.536108,0.740547,0.536108,0.740547,1,5,5.458333333333333,10.875,0,0,D
16089,Ligue_1,2014-09-27,Toulouse,Paris SG,0.661996,0.504659,0.661996,0.504659,5,4,9.228571428571428,6.882352941176471,1,1,D
385,La_liga,2014-09-27,Barcelona,Granada,4.92758,0.445275,4.92758,0.445275,16,0,4.295454545454546,25.90909090909091,6,0,H
11610,Serie_A,2014-09-27,Roma,Verona,2.69285,0.353371,2.69285,0.353371,11,2,4.620689655172414,24.642857142857142,2,0,H
4505,EPL,2014-09-27,Arsenal,Tottenham,1.2647,0.673535,1.2647,0.673535,10,4,5.464285714285714,16.7,1,1,D
8641,Bundesliga,2014-09-27,Wolfsburg,Werder Bremen,1.24302,0.32535,1.24302,0.32535,5,5,4.560975609756097,10.866666666666667,2,1,H
16317,Ligue_1,2014-09-27,Metz,Reims,1.57463,0.119753,1.57463,0.119753,5,2,8.9,16.083333333333332,3,0,H
16279,Ligue_1,2014-09-27,Lorient,Evian Thonon Gaillard,0.791519,0.834365,0.791519,0.834365,6,2,9.294117647058824,11.153846153846152,0,2,A
233,La_liga,2014-09-27,Ath Madrid,Sevilla,2.70863,0.178376,1.96535,0.178376,5,2,11.95,7.565217391304348,4,0,H
15671,Ligue_1,2014-09-27,Lille,Bastia,0.668915,0.464606,0.668915,0.464606,4,3,6.4,12.5,1,0,H
15899,Ligue_1,2014-09-27,Montpellier,Guingamp,0.958,0.440641,0.958,0.440641,6,2,7.458333333333333,5.620689655172414,2,1,H
11990,Serie_A,2014-09-27,Atalanta,Juventus,1.01149,2.69489,0.250191,2.69489,7,13,6.71875,7.433333333333334,0,3,A
461,La_liga,2014-09-27,Levante,Vallecano,0.637848,1.39355,0.637848,0.650272,4,5,6.725,9.058823529411764,0,2,A
347,La_liga,2014-09-27,Ath Bilbao,Eibar,1.16599,0.518244,1.16599,0.518244,14,2,3.925925925925926,11.346153846153848,0,0,D
20050,RFPL,2014-09-28,Dynamo Moscow,Kuban,1.76612,1.59429,1.76612,1.59429,6,4,7.0606060606060606,7.678571428571429,2,2,D
195,La_liga,2014-09-28,Getafe,Malaga,0.704397,0.619457,0.704397,0.619457,6,4,11.3,6.08,1,0,H
11876,Serie_A,2014-09-28,Sassuolo,Napoli,0.759409,1.39971,0.759409,1.39971,9,7,6.457142857142857,12.952380952380953,0,1,A
16165,Ligue_1,2014-09-28,Bordeaux,Rennes,1.73816,2.28274,1.73816,2.28274,1,6,18.473684210526315,12.409090909090908,2,1,H
20110,RFPL,2014-09-28,Lokomotiv Moscow,Amkar,2.01062,0.242173,2.01062,0.242173,7,3,5.96969696969697,17.0625,3,1,H
12256,Serie_A,2014-09-28,Cesena,Milan,1.13049,0.876708,1.13049,0.876708,1,5,11.454545454545457,7.695652173913044,1,1,D
12066,Serie_A,2014-09-28,Chievo,Empoli,0.837322,1.67402,0.837322,1.67402,5,3,5.42,6.307692307692308,1,1,D
12180,Serie_A,2014-09-28,Torino,Fiorentina,1.04433,1.37293,1.04433,1.37293,5,10,21.727272727272727,6.307692307692308,1,1,D
11952,Serie_A,2014-09-28,Inter,Cagliari,1.30307,3.32315,1.30307,2.56185,9,11,9.928571428571429,10.590909090909092,1,4,A
8369,Bundesliga,2014-09-28,Augsburg,Hertha,1.25743,0.283655,0.499737,0.283655,3,1,3.9166666666666665,7.166666666666667,1,0,H
20170,RFPL,2014-09-28,Krasnodar,Arsenal Tula,2.92143,0.154675,2.92143,0.154675,7,1,6.862068965517241,13.833333333333334,3,0,H
15937,Ligue_1,2014-09-28,Nantes,Lyon,1.90868,0.693743,1.14859,0.693743,3,7,17.095238095238095,14.5625,1,1,D
4277,EPL,2014-09-28,West Brom,Burnley,1.81127,0.473814,1.81127,0.473814,3,2,11.4,19.0,4,0,H
16393,Ligue_1,2014-09-28,Lens,Caen,0.518773,0.375391,0.518773,0.375391,6,1,12.318181818181818,10.416666666666666,0,0,D
81,La_liga,2014-09-28,La Coruna,Almeria,0.957268,0.72135,0.957268,0.72135,6,2,6.684210526315789,9.458333333333334,0,1,A
8267,Bundesliga,2014-09-28,Hamburg,Ein Frankfurt,1.09327,0.232889,1.09327,0.232889,6,2,3.931034482758621,8.2,1,2,A
119,La_liga,2014-09-28,Sociedad,Valencia,0.762877,0.554817,0.762877,0.554817,4,2,6.419354838709677,12.88888888888889,1,1,D
19990,RFPL,2014-09-28,Akhmat Grozny,FK Rostov,2.06991,1.42324,2.06991,1.42324,5,3,5.357142857142857,13.666666666666666,2,1,H
11800,Serie_A,2014-09-28,Genoa,Sampdoria,0.203654,0.252545,0.203654,0.252545,4,1,6.961538461538462,3.3846153846153846,0,1,A
651,La_liga,2014-09-28,Cordoba,Espanol,0.137119,0.112527,0.137119,0.112527,1,1,6.111111111111111,5.5,0,0,D
15823,Ligue_1,2014-09-28,Marseille,St Etienne,1.12373,0.348437,1.12373,0.348437,4,2,7.655172413793103,10.794117647058824,2,1,H
19930,RFPL,2014-09-29,Rubin Kazan,T Moscow,2.01272,1.2886,2.01272,0.53433,12,3,8.722222222222221,8.76,2,1,H
11724,Serie_A,2014-09-29,Udinese,Parma,1.05537,1.86017,1.05537,1.09887,3,8,23.666666666666668,7.217391304347826,4,2,H
4581,EPL,2014-09-29,Stoke,Newcastle,1.56203,1.13994,1.56203,1.13994,4,6,9.541666666666666,7.434782608695652,1,0,H
11762,Serie_A,2014-09-29,Palermo,Lazio,1.5751,2.43959,1.5751,2.43959,4,2,8.448275862068966,7.137931034482759,0,4,A
16204,Ligue_1,2014-10-03,Reims,Bordeaux,0.457543,0.617068,0.457543,0.617068,4,7,13.192307692307692,7.5,1,0,H
8404,Bundesliga,2014-10-03,Hertha,Stuttgart,2.36582,1.42919,1.60804,1.42919,5,8,13.227272727272728,5.933333333333334,3,2,H
196,La_liga,2014-10-03,Getafe,Cordoba,1.4608,0.377042,1.4608,0.377042,1,0,5.161290322580645,12.045454545454543,1,1,D
8574,Bundesliga,2014-10-04,Dortmund,Hamburg,1.20017,1.42953,1.20017,1.42953,7,4,4.142857142857143,7.333333333333333,0,1,A
8302,Bundesliga,2014-10-04,Leverkusen,Paderborn,1.60118,1.12552,1.60118,1.12552,11,1,2.7551020408163267,7.352941176470588,2,2,D
8438,Bundesliga,2014-10-04,Werder Bremen,Freiburg,1.21503,1.03746,1.21503,0.279681,12,7,5.642857142857143,9.176470588235292,1,1,D
8234,Bundesliga,2014-10-04,Bayern Munich,Hannover,2.69879,0.443178,2.69879,0.443178,14,5,11.0,52.375,4,0,H
8336,Bundesliga,2014-10-04,Hoffenheim,Schalke 04,3.2287,0.847395,3.2287,0.847395,9,7,9.421052631578949,11.27777777777778,2,1,H
4240,EPL,2014-10-04,Leicester,Burnley,1.57773,0.957718,1.57773,0.957718,1,9,7.65,6.724137931034483,2,2,D
4772,EPL,2014-10-04,Hull,Crystal Palace,1.07209,0.616109,1.07209,0.616109,3,4,5.407407407407407,12.884615384615383,2,0,H
4658,EPL,2014-10-04,Liverpool,West Brom,1.56163,1.4384,1.56163,0.677228,10,5,8.04,8.03125,2,1,H
310,La_liga,2014-10-04,Valencia,Ath Madrid,1.01863,1.68827,1.01863,0.944988,2,1,9.954545454545457,5.67741935483871,3,1,H
