,league,date,home_team,away_team,xG,xGA,npxG,npxGA,deep,deep_allowed,ppda_coef,oppda_coef,fthg,ftag,ftr
9627,Bundesliga,2016-10-01,Hertha,Hamburg,2.44266,1.11245,1.68496,1.11245,7,7,19.53333333333333,5.088235294117647,2,0,H
9797,Bundesliga,2016-10-01,Darmstadt,Werder Bremen,1.27773,1.54526,0.519952,1.54526,3,6,6.9,4.869565217391305,2,2,D
21010,RFPL,2016-10-01,Lokomotiv Moscow,Arsenal Tula,1.93332,0.588261,1.17904,0.588261,9,2,4.076923076923077,24.181818181818183,1,1,D
5836,EPL,2016-10-01,Sunderland,West Brom,1.19268,0.88211,1.19268,0.88211,8,7,7.545454545454546,20.0,1,1,D
5950,EPL,2016-10-01,West Ham,Middlesbrough,0.883385,0.852603,0.883385,0.852603,3,2,11.538461538461538,7.458333333333333,1,1,D
6254,EPL,2016-10-01,Watford,Bournemouth,1.23419,1.35487,1.23419,1.35487,12,2,6.464285714285714,9.0,2,2,D
6292,EPL,2016-10-01,Hull,Chelsea,0.27266,1.99155,0.27266,1.99155,2,11,14.789473684210526,11.095238095238097,0,2,A
1564,La_liga,2016-10-01,Sevilla,Alaves,2.4771,1.11701,2.4771,1.11701,19,0,3.68,12.636363636363637,2,1,H
17229,Ligue_1,2016-10-01,Paris SG,Bordeaux,2.34986,0.741264,2.34986,0.741264,8,2,7.4375,31.2,2,0,H
13740,Serie_A,2016-10-01,Pescara,Chievo,0.518031,1.81437,0.518031,1.81437,4,6,13.052631578947368,11.275862068965518,0,2,A
9525,Bundesliga,2016-10-01,Leverkusen,Dortmund,1.52698,0.837447,1.52698,0.837447,4,7,10.840909090909092,5.12,2,0,H
20950,RFPL,2016-10-01,Akhmat Grozny,Orenburg,1.76292,1.36727,1.00864,0.612996,4,8,6.363636363636363,6.0606060606060606,2,1,H
2172,La_liga,2016-10-01,Osasuna,Las Palmas,0.988479,1.37115,0.245201,1.37115,1,10,11.923076923076923,2.4411764705882355,2,2,D
17381,Ligue_1,2016-10-01,Caen,Toulouse,1.35095,0.961493,0.590857,0.961493,1,4,11.586206896551724,5.766666666666667,1,0,H
17191,Ligue_1,2016-10-01,Lille,Nancy,1.8156,0.256363,1.05551,0.256363,3,2,4.642857142857143,13.523809523809524,1,0,H
17875,Ligue_1,2016-10-01,Dijon,Montpellier,0.539549,1.40043,0.539549,1.40043,3,4,11.31578947368421,13.666666666666666,3,3,D
17837,Ligue_1,2016-10-01,Metz,Monaco,0.342435,3.13454,0.342435,2.37445,1,3,14.944444444444445,6.538461538461538,0,7,A
17495,Ligue_1,2016-10-01,Nantes,Bastia,1.55012,0.764407,1.55012,0.764407,2,3,6.463414634146342,10.578947368421051,1,0,H
13246,Serie_A,2016-10-01,Udinese,Lazio,1.05481,1.29748,1.05481,1.29748,2,12,20.53333333333333,11.416666666666666,0,3,A
1602,La_liga,2016-10-01,La Coruna,Sp Gijon,1.26977,0.234392,1.26977,0.234392,1,0,4.535714285714286,5.428571428571429,2,1,H
1792,La_liga,2016-10-02,Valencia,Ath Madrid,1.00546,3.29348,1.00546,1.80693,5,10,10.517241379310343,8.782608695652174,0,2,A
13550,Serie_A,2016-10-02,Empoli,Juventus,0.310516,4.15533,0.310516,4.15533,2,6,8.777777777777779,4.875,0,3,A
6216,EPL,2016-10-02,Man United,Stoke,2.80988,1.20043,2.80988,1.20043,11,6,4.206896551724138,21.07692307692308,1,1,D
20830,RFPL,2016-10-02,Ufa,Amkar,1.22181,0.619544,1.22181,0.619544,7,5,11.153846153846152,7.161290322580645,1,1,D
13816,Serie_A,2016-10-02,Cagliari,Crotone,0.586739,1.25433,0.586739,1.25433,2,3,8.857142857142858,9.576923076923077,2,1,H
13360,Serie_A,2016-10-02,Sampdoria,Palermo,1.44665,0.514686,1.44665,0.514686,11,3,7.65625,16.76923076923077,1,1,D
13512,Serie_A,2016-10-02,Atalanta,Napoli,1.57211,0.559123,1.57211,0.559123,3,4,12.10344827586207,6.857142857142857,1,0,H
17457,Ligue_1,2016-10-02,Angers,Marseille,2.19247,0.336879,2.19247,0.336879,5,2,19.11764705882353,10.04,1,1,D
13170,Serie_A,2016-10-02,Bologna,Genoa,0.1582,1.19687,0.1582,1.19687,1,10,12.95,5.388888888888889,0,1,A
5760,EPL,2016-10-02,Leicester,Southampton,0.446309,0.920963,0.446309,0.920963,4,8,19.4,10.952380952380953,0,0,D
5988,EPL,2016-10-02,Tottenham,Man City,1.69975,0.909513,0.938577,0.909513,2,13,5.909090909090909,7.136363636363637,2,0,H
9899,Bundesliga,2016-10-02,Wolfsburg,Mainz,1.32308,0.256465,1.32308,0.256465,8,7,7.88,11.413793103448276,0,0,D
20980,RFPL,2016-10-02,Zenit,Spartak Moscow,3.22068,1.27448,1.71213,1.27448,9,8,8.24,7.047619047619048,4,2,H
1944,La_liga,2016-10-02,Real Madrid,Eibar,1.67419,0.445,1.67419,0.445,13,2,6.714285714285714,8.36111111111111,1,1,D
17571,Ligue_1,2016-10-02,Nice,Lorient,0.659556,1.01408,0.659556,1.01408,4,4,12.666666666666666,13.90625,2,1,H
9695,Bundesliga,2016-10-02,Schalke 04,Mgladbach,3.05307,0.802215,2.29529,0.802215,5,6,18.181818181818183,9.88888888888889,4,0,H
6330,EPL,2016-10-02,Burnley,Arsenal,0.608783,1.85433,0.608783,1.85433,0,15,29.916666666666668,7.833333333333333,0,1,A
21130,RFPL,2016-10-02,Krasnodar,Rubin Kazan,0.413244,0.207567,0.413244,0.207567,6,1,5.8,14.823529411764708,1,0,H
20920,RFPL,2016-10-02,FK Rostov,CSKA Moscow,0.689836,0.491128,0.689836,0.491128,5,3,16.692307692307693,7.736842105263157,2,0,H
13702,Serie_A,2016-10-02,Torino,Fiorentina,0.934719,1.4493,0.934719,1.4493,4,6,13.636363636363637,5.869565217391305,2,1,H
13664,Serie_A,2016-10-02,Milan,Sassuolo,1.41957,1.17991,0.658268,1.17991,1,2,11.578947368421051,13.210526315789474,4,3,H
1526,La_liga,2016-10-02,Malaga,Ath Bilbao,1.38797,0.599527,1.38797,0.599527,7,1,4.46875,8.107142857142858,2,1,H
1678,La_liga,2016-10-02,Espanol,Villarreal,0.351825,0.696855,0.351825,0.696855,2,12,14.2,10.043478260869565,0,0,D
17761,Ligue_1,2016-10-02,Lyon,St Etienne,1.74626,1.07715,1.74626,1.07715,8,3,7.75,9.0,2,0,H
13094,Serie_A,2016-10-02,Roma,Inter,2.39527,1.17527,2.39527,1.17527,3,7,16.38888888888889,8.0,2,1,H
1982,La_liga,2016-10-02,Celta,Barcelona,1.53201,2.27848,1.53201,1.53533,5,10,10.84,3.9655172413793114,4,3,H
20861,RFPL,2016-10-14,CSKA Moscow,Ufa,0.370245,0.253855,0.370245,0.253855,3,5,9.266666666666667,11.952380952380953,1,0,H
17648,Ligue_1,2016-10-14,Toulouse,Monaco,1.39766,0.294757,1.39766,0.294757,4,1,6.185185185185185,8.75,3,1,H
9832,Bundesliga,2016-10-14,Dortmund,Hertha,2.60334,0.994838,1.84556,0.994838,7,2,5.315789473684211,14.709677419354838,1,1,D
17572,Ligue_1,2016-10-14,Nice,Lyon,1.67971,0.232951,0.919617,0.232951,3,4,12.818181818181818,14.8125,2,0,H
1755,La_liga,2016-10-14,Las Palmas,Espanol,1.07463,0.318729,1.07463,0.318729,11,0,6.703703703703703,10.794117647058824,0,0,D
2249,La_liga,2016-10-15,Leganes,Sevilla,0.851751,1.53817,0.851751,1.53817,7,3,7.116279069767442,4.9,2,3,A
21101,RFPL,2016-10-15,Amkar,Lokomotiv Moscow,0.572211,0.148185,0.572211,0.148185,3,4,10.95,16.5625,0,0,D
5913,EPL,2016-10-15,Chelsea,Leicester,3.11573,0.182549,3.11573,0.182549,12,3,11.217391304347826,12.8,3,0,H
13437,Serie_A,2016-10-15,Napoli,Roma,1.65517,1.81758,1.65517,1.81758,11,1,14.4,16.11111111111111,1,3,A
9866,Bundesliga,2016-10-15,Mgladbach,Hamburg,3.46166,0.209913,1.93356,0.209913,13,0,3.333333333333333,22.428571428571427,0,0,D
9968,Bundesliga,2016-10-15,FC Koln,Ingolstadt,3.98127,1.07265,3.2235,0.314875,7,5,5.44,12.62962962962963,2,1,H
9934,Bundesliga,2016-10-15,Ein Frankfurt,Bayern Munich,2.01559,1.4782,2.01559,1.4782,6,7,9.666666666666666,5.72,2,2,D
9594,Bundesliga,2016-10-15,Augsburg,Schalke 04,0.414301,0.73357,0.414301,0.73357,2,3,7.727272727272727,8.925925925925926,1,1,D
9560,Bundesliga,2016-10-15,Hoffenheim,Freiburg,2.4316,0.860554,1.67382,0.860554,4,7,9.903225806451612,8.461538461538462,2,1,H
5799,EPL,2016-10-15,West Brom,Tottenham,1.30365,1.32318,1.30365,1.32318,2,13,15.476190476190476,4.2105263157894735,1,1,D
6027,EPL,2016-10-15,Arsenal,Swansea,3.50519,1.74979,3.50519,1.74979,11,7,13.0,8.571428571428571,3,2,H
6103,EPL,2016-10-15,Stoke,Sunderland,2.29543,0.587572,2.29543,0.587572,12,6,11.375,14.263157894736842,2,0,H
5685,EPL,2016-10-15,Bournemouth,Hull,2.92532,0.388589,2.16415,0.388589,11,1,7.472222222222222,16.647058823529413,6,1,H
20891,RFPL,2016-10-15,Rubin Kazan,FK Krylya Sovetov Samara,2.11246,1.40501,2.11246,1.40501,6,10,9.894736842105264,6.551724137931035,3,0,H
6179,EPL,2016-10-15,Man City,Everton,2.69208,0.144498,1.16978,0.144498,23,1,5.9,24.416666666666668,1,1,D
1869,La_liga,2016-10-15,Barcelona,La Coruna,4.85964,0.278286,4.85964,0.278286,17,0,5.481481481481482,11.347826086956522,4,0,H
17914,Ligue_1,2016-10-15,Nancy,Paris SG,0.203584,0.603299,0.203584,0.603299,2,4,10.304347826086955,9.842105263157896,1,2,A
13741,Serie_A,2016-10-15,Pescara,Sampdoria,1.69154,1.6457,0.930238,1.6457,2,6,31.6,7.285714285714286,1,1,D
1717,La_liga,2016-10-15,Ath Madrid,Granada,3.0536,0.306751,3.0536,0.306751,11,0,10.36842105263158,15.478260869565217,7,1,H
20801,RFPL,2016-10-15,Spartak Moscow,FK Rostov,1.1701,0.885809,1.1701,0.885809,6,5,9.894736842105264,10.709677419354838,1,0,H
5875,EPL,2016-10-15,Crystal Palace,West Ham,1.94599,0.874219,1.18482,0.874219,3,4,11.8,8.0,0,1,A
9662,Bundesliga,2016-10-15,Werder Bremen,Leverkusen,1.51915,0.548105,1.51915,0.548105,4,14,17.625,4.685714285714286,2,1,H
17420,Ligue_1,2016-10-15,Montpellier,Caen,1.31867,1.30379,1.31867,1.30379,2,6,10.68421052631579,13.61111111111111,3,2,H
17800,Ligue_1,2016-10-15,Lorient,Nantes,0.718424,0.455531,0.718424,0.455531,5,1,10.80952380952381,13.714285714285714,1,2,A
17268,Ligue_1,2016-10-15,Bastia,Angers,1.23731,0.950062,1.23731,0.950062,3,3,12.77777777777778,9.607142857142858,1,2,A
17534,Ligue_1,2016-10-15,Guingamp,Lille,1.8024,0.605277,1.8024,0.605277,6,5,13.647058823529411,4.525,1,0,H
2021,La_liga,2016-10-15,Betis,Real Madrid,0.908061,3.98737,0.908061,3.98737,7,13,11.586206896551724,17.38888888888889,1,6,A
13209,Serie_A,2016-10-15,Juventus,Udinese,2.46977,0.257762,1.70847,0.257762,6,2,9.758620689655173,21.214285714285715,2,1,H
2211,La_liga,2016-10-16,Alaves,Malaga,1.34202,0.419972,1.34202,0.419972,6,4,5.82051282051282,6.393939393939394,1,1,D
13626,Serie_A,2016-10-16,Fiorentina,Atalanta,1.36172,0.93609,1.36172,0.93609,7,7,7.782608695652174,17.8,0,0,D
21161,RFPL,2016-10-16,Ural,Zenit,0.369649,2.00517,0.369649,2.00517,2,7,15.526315789473683,6.956521739130435,0,2,A
6369,EPL,2016-10-16,Middlesbrough,Watford,0.528576,0.0893749,0.528576,0.0893749,3,2,5.464285714285714,15.052631578947368,0,1,A
13475,Serie_A,2016-10-16,Inter,Cagliari,2.61615,1.4579,1.85485,1.4579,10,1,8.3,13.857142857142858,1,2,A
13322,Serie_A,2016-10-16,Genoa,Empoli,0.287766,0.0947143,0.287766,0.0947143,7,6,11.77777777777778,6.758620689655173,0,0,D
13399,Serie_A,2016-10-16,Sassuolo,Crotone,2.05142,0.634162,2.05142,0.634162,15,1,6.296296296296297,11.73076923076923,2,1,H
13133,Serie_A,2016-10-16,Lazio,Bologna,2.91842,1.04123,2.15712,1.04123,14,3,5.53125,14.36842105263158,1,1,D
17306,Ligue_1,2016-10-16,Rennes,Bordeaux,1.85899,0.684781,1.85899,0.684781,4,4,9.84375,12.076923076923077,1,1,D
21191,RFPL,2016-10-16,Orenburg,Tomsk,2.57427,1.35381,2.57427,0.599531,9,4,8.166666666666666,9.1,3,1,H
9730,Bundesliga,2016-10-16,Mainz,Darmstadt,2.86526,1.93127,2.10748,0.415715,7,4,8.0,4.818181818181818,2,1,H
1831,La_liga,2016-10-16,Ath Bilbao,Sociedad,1.53028,0.618302,1.53028,0.618302,10,1,6.666666666666667,7.0,3,2,H
17686,Ligue_1,2016-10-16,St Etienne,Dijon,1.41682,0.581944,0.656791,0.581944,4,5,6.4,27.285714285714285,1,1,D
5723,EPL,2016-10-16,Southampton,Burnley,4.21181,1.03126,3.45064,0.270091,9,4,18.11111111111111,16.529411764705884,3,1,H
9900,Bundesliga,2016-10-16,Wolfsburg,RB Leipzig,0.684268,1.82053,0.684268,1.06275,3,9,7.0,8.413793103448276,0,1,A
21221,RFPL,2016-10-16,Arsenal Tula,Krasnodar,0.4008,0.990291,0.4008,0.990291,3,18,16.25,2.64,0,0,D
1907,La_liga,2016-10-16,Sp Gijon,Valencia,0.487759,0.962304,0.487759,0.962304,7,4,6.444444444444445,8.909090909090908,1,2,A
17344,Ligue_1,2016-10-16,Marseille,Metz,1.96863,0.943002,1.96863,0.943002,9,4,8.076923076923077,16.954545454545453,1,0,H
2059,La_liga,2016-10-16,Villarreal,Celta,1.79979,0.258037,1.79979,0.258037,6,3,14.083333333333334,12.956521739130435,5,0,H
13589,Serie_A,2016-10-16,Chievo,Milan,0.253892,1.59791,0.253892,1.59791,7,1,17.470588235294116,10.15,1,3,A
21041,RFPL,2016-10-17,FK Anzi Makhackala,Akhmat Grozny,0.649103,1.26264,0.649103,1.26264,4,10,10.294117647058824,13.588235294117649,0,0,D
2135,La_liga,2016-10-17,Eibar,Osasuna,0.802032,1.40368,0.802032,1.40368,3,2,3.9583333333333335,11.136363636363637,2,3,A
13285,Serie_A,2016-10-17,Palermo,Torino,0.865751,1.20703,0.865751,1.20703,7,7,7.6923076923076925,6.804347826086956,1,4,A
6141,EPL,2016-10-17,Liverpool,Man United,0.270441,0.537762,0.270441,0.537762,10,1,4.515151515151516,9.236842105263158,0,0,D
21072,RFPL,2016-10-21,FK Krylya Sovetov Samara,Arsenal Tula,1.42806,1.54396,0.673785,0.789688,3,5,13.857142857142858,9.5,1,1,D
9493,Bundesliga,2016-10-21,Hamburg,Ein Frankfurt,0.163638,1.31119,0.163638,1.31119,4,10,11.535714285714286,6.4375,0,3,A
17611,Ligue_1,2016-10-21,Monaco,Montpellier,2.8994,1.21149,2.13931,0.451394,6,2,9.4,17.61111111111111,6,2,H
2174,La_liga,2016-10-21,Osasuna,Betis,0.929293,1.23524,0.929293,1.23524,2,6,6.617647058823529,7.529411764705882,1,2,A
21252,RFPL,2016-10-22,Tomsk,FK Anzi Makhackala,0.759527,0.896404,0.759527,0.896404,5,8,6.25,10.65,0,3,A
1680,La_liga,2016-10-22,Espanol,Eibar,0.850937,2.01542,0.850937,2.01542,3,9,7.541666666666667,7.793103448275862,3,3,D
5686,EPL,2016-10-22,Bournemouth,Tottenham,0.523371,0.74529,0.523371,0.74529,3,11,11.24,5.464285714285714,0,0,D
20832,RFPL,2016-10-22,Ufa,FK Rostov,0.98349,0.124241,0.98349,0.124241,10,0,7.516129032258065,10.77777777777778,0,0,D
10003,Bundesliga,2016-10-22,Freiburg,Augsburg,1.53071,1.23006,1.53071,1.23006,9,4,13.473684210526317,15.095238095238097,2,1,H
9765,Bundesliga,2016-10-22,Ingolstadt,Dortmund,1.69325,2.51636,1.69325,2.51636,3,10,21.0,3.185185185185185,3,3,D
9527,Bundesliga,2016-10-22,Leverkusen,Hoffenheim,0.598561,2.30615,0.598561,2.30615,5,1,16.5,12.523809523809524,0,3,A
9629,Bundesliga,2016-10-22,Hertha,FC Koln,1.43523,1.35639,1.43523,1.35639,4,7,9.096774193548388,8.32258064516129,2,1,H
9799,Bundesliga,2016-10-22,Darmstadt,Wolfsburg,1.38031,0.577877,1.38031,0.577877,5,3,17.392857142857142,8.222222222222221,3,1,H
6028,EPL,2016-10-22,Arsenal,Middlesbrough,0.711811,1.55581,0.711811,1.55581,13,0,4.578947368421052,20.5,0,0,D
6332,EPL,2016-10-22,Burnley,Everton,0.905579,0.752795,0.905579,0.752795,2,5,8.875,8.9375,2,1,H
6294,EPL,2016-10-22,Hull,Stoke,0.701606,1.04273,0.701606,1.04273,7,6,9.10344827586207,11.681818181818182,0,2,A
5762,EPL,2016-10-22,Leicester,Crystal Palace,1.7041,1.656,1.7041,1.656,10,8,8.65625,7.217391304347826,3,1,H
21162,RFPL,2016-10-22,Ural,Spartak Moscow,0.455802,0.24217,0.455802,0.24217,4,5,10.066666666666666,8.1,0,1,A
5952,EPL,2016-10-22,West Ham,Sunderland,1.19585,0.808339,1.19585,0.808339,8,3,5.64,12.571428571428571,1,0,H
6066,EPL,2016-10-22,Swansea,Watford,1.33215,0.478578,1.33215,0.478578,5,6,7.551724137931035,7.925925925925926,0,0,D
1794,La_liga,2016-10-22,Valencia,Barcelona,0.839578,2.05021,0.839578,1.30694,7,8,15.52,6.130434782608695,2,3,A
17763,Ligue_1,2016-10-22,Lyon,Guingamp,1.84645,1.2213,1.08635,1.2213,7,4,7.294117647058823,16.2,1,3,A
13362,Serie_A,2016-10-22,Sampdoria,Genoa,2.08079,1.0875,1.31949,1.0875,4,7,10.80952380952381,5.666666666666667,2,1,H
6142,EPL,2016-10-22,Liverpool,West Brom,2.2952,0.685982,2.2952,0.685982,13,4,8.117647058823529,18.3,2,1,H
1642,La_liga,2016-10-22,Sociedad,Alaves,1.84569,0.772306,1.84569,0.772306,4,3,4.725,10.846153846153848,3,0,H
9459,Bundesliga,2016-10-22,Bayern Munich,Mgladbach,1.73353,0.49977,1.73353,0.49977,7,6,9.625,17.03846153846154,2,0,H
20952,RFPL,2016-10-22,Akhmat Grozny,Rubin Kazan,1.29023,0.556855,0.536037,0.556855,4,6,8.303030303030303,7.68,3,1,H
17459,Ligue_1,2016-10-22,Angers,Toulouse,0.624843,0.453596,0.624843,0.453596,1,0,13.05,7.294117647058823,0,0,D
17497,Ligue_1,2016-10-22,Nantes,Rennes,0.903082,0.676405,0.903082,0.676405,3,2,10.125,9.695652173913045,1,2,A
17725,Ligue_1,2016-10-22,Bordeaux,Nancy,1.27082,1.05802,1.27082,1.05802,4,4,6.153846153846154,9.4,1,1,D
17877,Ligue_1,2016-10-22,Dijon,Lorient,1.40274,2.36061,1.40274,2.36061,5,7,8.791666666666666,18.8,1,0,H
17193,Ligue_1,2016-10-22,Lille,Bastia,1.74418,0.200333,1.74418,0.200333,4,3,6.466666666666667,9.88,2,1,H
13666,Serie_A,2016-10-22,Milan,Juventus,0.254814,0.731154,0.254814,0.731154,4,5,7.5625,5.0,1,0,H
2098,La_liga,2016-10-22,Granada,Sp Gijon,0.546868,0.242784,0.546868,0.242784,1,4,12.473684210526317,10.666666666666666,0,0,D
1984,La_liga,2016-10-23,Celta,La Coruna,1.82791,0.72415,1.08463,0.72415,5,2,6.681818181818182,5.709677419354839,4,1,H
13248,Serie_A,2016-10-23,Udinese,Pescara,2.33345,0.694512,0.810854,0.694512,5,10,19.61111111111111,8.72,3,1,H
6180,EPL,2016-10-23,Man City,Southampton,1.15321,0.563752,1.15321,0.563752,11,4,6.304347826086956,11.0,1,1,D
17383,Ligue_1,2016-10-23,Caen,St Etienne,0.209806,1.04776,0.209806,1.04776,2,2,19.27777777777778,10.047619047619047,0,2,A
13514,Serie_A,2016-10-23,Atalanta,Inter,2.3909,0.235632,1.6296,0.235632,5,2,8.454545454545455,9.185185185185183,2,1,H
13780,Serie_A,2016-10-23,Crotone,Napoli,1.78468,2.32041,1.78468,2.32041,6,5,9.129032258064516,8.23076923076923,1,2,A
13552,Serie_A,2016-10-23,Empoli,Chievo,0.445783,1.014,0.445783,1.014,2,3,6.21875,5.846153846153846,0,0,D
13704,Serie_A,2016-10-23,Torino,Lazio,1.66152,1.31796,0.900223,1.31796,3,7,8.833333333333334,10.038461538461538,2,2,D
13818,Serie_A,2016-10-23,Cagliari,Fiorentina,1.30024,2.22004,1.30024,2.22004,3,7,14.37037037037037,11.625,3,5,A
10037,Bundesliga,2016-10-23,RB Leipzig,Werder Bremen,3.33619,0.913725,3.33619,0.913725,11,5,3.7222222222222223,14.444444444444445,3,1,H
21012,RFPL,2016-10-23,Lokomotiv Moscow,CSKA Moscow,0.412503,0.663457,0.412503,0.663457,5,12,12.944444444444445,5.321428571428571,1,0,H
1566,La_liga,2016-10-23,Sevilla,Ath Madrid,1.13802,0.770754,1.13802,0.770754,2,5,6.846153846153846,10.821428571428571,1,0,H
17839,Ligue_1,2016-10-23,Metz,Nice,1.35865,2.27838,1.35865,1.51829,5,6,15.756756756756756,16.181818181818183,2,4,A
5914,EPL,2016-10-23,Chelsea,Man United,2.25192,0.742805,2.25192,0.742805,4,9,9.08,6.472222222222222,4,0,H
9697,Bundesliga,2016-10-23,Schalke 04,Mainz,1.21196,0.987414,1.21196,0.987414,9,4,6.96875,9.307692307692308,3,0,H
13172,Serie_A,2016-10-23,Bologna,Sassuolo,1.39945,0.638691,1.39945,0.638691,9,5,8.612903225806452,10.884615384615383,1,1,D
21132,RFPL,2016-10-23,Krasnodar,Amkar,1.45616,0.330617,1.45616,0.330617,7,4,6.076923076923077,21.294117647058822,1,0,H
2060,La_liga,2016-10-23,Villarreal,Las Palmas,1.67294,0.5357,0.929667,0.5357,9,8,7.880952380952381,14.214285714285714,2,1,H
1528,La_liga,2016-10-23,Malaga,Leganes,3.12089,1.18794,2.37761,1.18794,7,4,8.11111111111111,7.714285714285714,4,0,H
1946,La_liga,2016-10-23,Real Madrid,Ath Bilbao,3.52634,1.38084,3.52634,1.38084,9,4,5.8,11.129032258064516,2,1,H
17231,Ligue_1,2016-10-23,Paris SG,Marseille,1.51451,0.0,1.51451,0.0,9,2,6.333333333333333,33.875,0,0,D
13096,Serie_A,2016-10-23,Roma,Palermo,2.48508,0.435093,2.48508,0.435093,10,2,5.625,19.42105263157895,4,1,H
20982,RFPL,2016-10-24,Zenit,Orenburg,1.40489,0.428507,1.40489,0.428507,9,3,8.083333333333334,13.833333333333334,1,0,H
13324,Serie_A,2016-10-25,Genoa,Milan,0.918374,0.437331,0.918374,0.437331,3,5,13.0,10.347826086956522,3,0,H
13628,Serie_A,2016-10-26,Fiorentina,Crotone,1.41393,0.725924,1.41393,0.725924,3,3,4.086956521739131,16.95,1,1,D
13743,Serie_A,2016-10-26,Pescara,Atalanta,0.22903,0.665026,0.22903,0.665026,2,1,12.56,10.178571428571429,0,1,A
13591,Serie_A,2016-10-26,Chievo,Bologna,1.00976,0.201128,1.00976,0.201128,8,2,8.321428571428571,10.25,1,1,D
13477,Serie_A,2016-10-26,Inter,Torino,2.39829,0.547634,2.39829,0.547634,12,3,9.709677419354838,11.681818181818182,2,1,H
13401,Serie_A,2016-10-26,Sassuolo,Roma,1.00699,2.21845,1.00699,1.45715,5,10,13.904761904761903,7.6,1,3,A
13439,Serie_A,2016-10-26,Napoli,Empoli,3.89995,0.29497,3.89995,0.29497,7,5,5.891891891891892,25.071428571428573,2,0,H
13135,Serie_A,2016-10-26,Lazio,Cagliari,3.41279,1.28037,2.65153,0.519068,10,6,11.36842105263158,18.0,4,1,H
13211,Serie_A,2016-10-26,Juventus,Sampdoria,2.13285,0.347792,2.13285,0.347792,12,4,9.727272727272728,15.384615384615383,4,1,H
13287,Serie_A,2016-10-27,Palermo,Udinese,0.59003,0.990877,0.59003,0.990877,3,7,9.407407407407408,10.407407407407408,1,3,A
9868,Bundesliga,2016-10-28,Mgladbach,Ein Frankfurt,0.605662,0.388618,0.605662,0.388618,5,5,7.583333333333333,15.433333333333334,0,0,D
17194,Ligue_1,2016-10-28,Lille,Paris SG,1.18702,2.23771,1.18702,2.23771,3,8,13.655172413793103,5.161290322580645,0,1,A
2251,La_liga,2016-10-28,Leganes,Sociedad,0.192695,1.47952,0.192695,1.47952,2,2,8.583333333333334,5.758620689655173,0,2,A
1909,La_liga,2016-10-29,Sp Gijon,Sevilla,0.47946,1.288,0.47946,1.288,0,10,10.576923076923077,7.352941176470588,1,1,D
5839,EPL,2016-10-29,Sunderland,Arsenal,0.853434,2.48348,0.0922651,2.48348,1,12,13.956521739130435,6.333333333333333,1,4,A
21103,RFPL,2016-10-29,Amkar,FK Rostov,0.475959,0.316461,0.475959,0.316461,2,2,6.2727272727272725,9.5,1,0,H
9596,Bundesliga,2016-10-29,Augsburg,Bayern Munich,0.724858,3.47304,0.724858,3.47304,3,11,20.24,6.230769230769231,1,3,A
9664,Bundesliga,2016-10-29,Werder Bremen,Freiburg,1.29428,1.71134,1.29428,0.953566,6,6,6.1923076923076925,7.735294117647059,1,3,A
9902,Bundesliga,2016-10-29,Wolfsburg,Leverkusen,1.1136,2.12119,1.1136,2.12119,3,10,4.6875,5.96875,1,2,A
9800,Bundesliga,2016-10-29,Darmstadt,RB Leipzig,0.199603,1.64364,0.199603,1.64364,2,9,11.333333333333334,3.9642857142857135,0,2,A
9732,Bundesliga,2016-10-29,Mainz,Ingolstadt,2.21072,0.216935,1.45294,0.216935,5,0,4.903225806451613,9.363636363636363,2,0,H
5801,EPL,2016-10-29,West Brom,Man City,0.596605,2.48018,0.596605,2.48018,3,13,16.208333333333332,7.681818181818182,0,4,A
6371,EPL,2016-10-29,Middlesbrough,Bournemouth,1.44317,1.54599,1.44317,1.54599,6,14,9.791666666666666,9.904761904761903,2,0,H
6219,EPL,2016-10-29,Man United,Burnley,2.72391,0.327957,2.72391,0.327957,20,4,8.461538461538462,20.933333333333334,0,0,D
5991,EPL,2016-10-29,Tottenham,Leicester,1.69833,0.740987,0.937162,0.740987,9,6,7.4,8.090909090909092,1,1,D
6257,EPL,2016-10-29,Watford,Hull,1.14991,0.251367,1.14991,0.251367,5,6,8.272727272727273,19.33333333333333,1,0,H
2213,La_liga,2016-10-29,Alaves,Real Madrid,1.37267,2.77099,1.37267,1.28444,1,5,11.161290322580646,12.105263157894736,1,4,A
17650,Ligue_1,2016-10-29,Toulouse,Lyon,0.994552,1.78097,0.994552,1.02088,5,2,6.16,6.6,1,2,A
20803,RFPL,2016-10-29,Spartak Moscow,CSKA Moscow,1.05709,1.3646,1.05709,1.3646,6,6,9.61904761904762,16.22222222222222,3,1,H
13174,Serie_A,2016-10-29,Bologna,Fiorentina,0.225855,1.71314,0.225855,0.951839,0,8,18.0,7.2894736842105265,0,1,A
1719,La_liga,2016-10-29,Ath Madrid,Malaga,1.96583,0.244565,1.96583,0.244565,6,1,10.08695652173913,9.73076923076923,4,2,H
5877,EPL,2016-10-29,Crystal Palace,Liverpool,0.496044,2.26056,0.496044,2.26056,12,16,10.91304347826087,9.26086956521739,2,4,A
9834,Bundesliga,2016-10-29,Dortmund,Schalke 04,0.816002,0.46649,0.816002,0.46649,7,5,7.37037037037037,20.1,0,0,D
17270,Ligue_1,2016-10-29,Bastia,Dijon,2.00977,0.61738,2.00977,0.61738,8,2,6.777777777777778,6.214285714285714,0,0,D
